digestive system surgical procedure;ICD9:42-54.99;Surgical Procedure;1
operative procedure on the digestive system;ICD9:42-54.99;Surgical Procedure;1
Excision of lung and bronchus;ICD9:32;Surgical Procedure;0
Other operations on lung and bronchus;ICD9:33;Surgical Procedure;0
Operations on appendix;ICD9:47;Surgical Procedure;0
Appendix operation;ICD9:47;Surgical Procedure;1
Operation on appendix;ICD9:47;Surgical Procedure;1
Operation on appendix (procedure);ICD9:47;Surgical Procedure;1
Operation on appendix, NOS;ICD9:47;Surgical Procedure;1
Surgical Procedures on the Appendix;ICD9:47;Surgical Procedure;1
appendix operation;ICD9:47;Surgical Procedure;1
operation appendix;ICD9:47;Surgical Procedure;1
Operations on chest wall, pleura, mediastinum, and diaphragm;ICD9:34;Surgical Procedure;0
Operations on chest wall, pleura, mediastinum and diaphragm;ICD9:34;Surgical Procedure;1
Incision and excision of stomach;ICD9:43;Surgical Procedure;0
Other operations on stomach;ICD9:44;Surgical Procedure;0
Operations on pancreas;ICD9:52;Surgical Procedure;0
OPERATIVE PROCEDURES ON THE PANCREAS;ICD9:52;Surgical Procedure;1
Operation on pancreas;ICD9:52;Surgical Procedure;1
Operation on pancreas (procedure);ICD9:52;Surgical Procedure;1
Operation on pancreas, NOS;ICD9:52;Surgical Procedure;1
PANCREAS SURGERY;ICD9:52;Surgical Procedure;1
Pancreas operation;ICD9:52;Surgical Procedure;1
Surgical Procedures on the Pancreas;ICD9:52;Surgical Procedure;1
UNLISTED PROCEDURE PANCREAS;ICD9:52;Surgical Procedure;1
Unlisted procedure, pancreas;ICD9:52;Surgical Procedure;1
pancreas surgery;ICD9:52;Surgical Procedure;1
