\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.1) Tempora~f0ws\;Temporary tracheostomy;ICD9:31.1;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.2) Permane~5spq\;Permanent tracheostomy;ICD9:31.2;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.2) Permane~5spq\(31.21) Medias~io03\;Mediastinal tracheostomy;ICD9:31.21;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.2) Permane~5spq\(31.29) Other~6d5l\;Other permanent tracheostomy;ICD9:31.29;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.3) Other i~mz6a\;Other incision of larynx or trachea;ICD9:31.3;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\;Diagnostic procedures on larynx and trachea;ICD9:31.4;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.41) Trache~ofi9\;Tracheoscopy through artificial stoma;ICD9:31.41;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.42) Laryng~wjtu\;Laryngoscopy and other tracheoscopy;ICD9:31.42;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.43) Closed~4f2o\;Closed [endoscopic] biopsy of larynx;ICD9:31.43;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.43) Closed~4f2o\;Closed endoscopic biopsy of larynx;ICD9:31.43;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.43) Closed~4f2o\;Closed [endoscopic] biopsy of larynx;ICD9:31.43;Surgical Procedure;1
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.44) Closed~vc3m\;Closed [endoscopic] biopsy of trachea;ICD9:31.44;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.44) Closed~vc3m\;Closed endoscopic biopsy of trachea;ICD9:31.44;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.44) Closed~vc3m\;Closed [endoscopic] biopsy of trachea;ICD9:31.44;Surgical Procedure;1
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.45) Open b~o8l7\;Open biopsy of larynx or trachea;ICD9:31.45;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.48) Other~boel\;Other diagnostic procedures on larynx;ICD9:31.48;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.4) Diagnos~omtw\(31.49) Other~f56w\;Other diagnostic procedures on trachea;ICD9:31.49;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.5) Local e~x9wn\;Local excision or destruction of lesion or tissue of trachea;ICD9:31.5;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.6) Repair~42a5\;Repair of larynx;ICD9:31.6;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.6) Repair~42a5\(31.61) Suture~k5m3\;Suture of laceration of larynx;ICD9:31.61;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.6) Repair~42a5\(31.62) Closur~uxwb\;Closure of fistula of larynx;ICD9:31.62;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.6) Repair~42a5\(31.63) Revisi~d7kv\;Revision of laryngostomy;ICD9:31.63;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.6) Repair~42a5\(31.64) Repair~ddig\;Repair of laryngeal fracture;ICD9:31.64;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.6) Repair~42a5\(31.69) Other~yxk5\;Other repair of larynx;ICD9:31.69;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.7) Repair~9hky\;Repair and plastic operations on trachea;ICD9:31.7;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.7) Repair~9hky\(31.71) Suture~umcn\;Suture of laceration of trachea;ICD9:31.71;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.7) Repair~9hky\(31.72) Closur~t0tm\;Closure of external fistula of trachea;ICD9:31.72;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.7) Repair~9hky\(31.73) Closur~0qbl\;Closure of other fistula of trachea;ICD9:31.73;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.7) Repair~9hky\(31.74) Revisi~272q\;Revision of tracheostomy;ICD9:31.74;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.7) Repair~9hky\(31.75) Recons~4yug\;Reconstruction of trachea and construction of artificial larynx;ICD9:31.75;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.7) Repair~9hky\(31.79) Other~uefs\;Other repair and plastic operations on trachea;ICD9:31.79;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.9) Other o~gls3\;Other operations on larynx and trachea;ICD9:31.9;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.9) Other o~gls3\(31.91) Divisi~foie\;Division of laryngeal nerve;ICD9:31.91;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.9) Other o~gls3\(31.92) Lysis~9jl9\;Lysis of adhesions of trachea or larynx;ICD9:31.92;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.9) Other o~gls3\(31.93) Replac~fjfp\;Replacement of laryngeal or tracheal stent;ICD9:31.93;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.9) Other o~gls3\(31.94) Inject~ktwk\;Injection of locally-acting therapeutic substance into trachea;ICD9:31.94;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.9) Other o~gls3\(31.95) Trache~7dgo\;Tracheoesophageal fistulization;ICD9:31.95;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.9) Other o~gls3\(31.98) Other~m3f9\;Other operations on larynx;ICD9:31.98;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(31) Other ope~c4n9\(31.9) Other o~gls3\(31.99) Other~j59v\;Other operations on trachea;ICD9:31.99;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\;Excision of lung and bronchus;ICD9:32;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.0) Local e~mosh\;Local excision or destruction of lesion or tissue of bronchus;ICD9:32.0;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.0) Local e~mosh\(32.01) Endosc~5oa7\;Endoscopic excision or destruction of lesion or tissue of bronchus;ICD9:32.01;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.0) Local e~mosh\(32.09) Other~gc76\;Other local excision or destruction of lesion or tissue of bronchus;ICD9:32.09;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.1) Other e~k8hk\;Other excision of bronchus;ICD9:32.1;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\;Local excision or destruction of lesion or tissue of lung;ICD9:32.2;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.20) Thorac~32zm\;Thoracoscopic excision of lesion or tissue of lung;ICD9:32.20;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.21) Plicat~rnr9\;Plication of emphysematous bleb;ICD9:32.21;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.22) Lung v~kbhl\;Lung volume reduction surgery;ICD9:32.22;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.23) Open a~0ktr\;Open ablation of lung lesion or tissue;ICD9:32.23;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.24) Percut~lim6\;Percutaneous ablation of lung lesion or tissue;ICD9:32.24;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.25) Thorac~bs7w\;Thoracoscopic ablation of lung lesion or tissue;ICD9:32.25;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.26) Other~x1f2\;Other and unspecified ablation of lung lesion or tissue;ICD9:32.26;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.27) Bronch~2on6\;Bronchoscopic bronchial thermoplasty, ablation of airway smooth muscle;ICD9:32.27;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.28) Endosc~zqdo\;Endoscopic excision or destruction of lesion or tissue of lung;ICD9:32.28;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.2) Local e~mcrt\(32.29) Other~on00\;Other local excision or destruction of lesion or tissue of lung;ICD9:32.29;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.3) Segment~ul8y\;Segmental resection of lung;ICD9:32.3;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.3) Segment~ul8y\(32.30) Thorac~uosc\;Thoracoscopic segmental resection of lung;ICD9:32.30;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.3) Segment~ul8y\(32.39) Other~wzvb\;Other and unspecified segmental resection of lung;ICD9:32.39;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.4) Lobecto~uwtz\;Lobectomy of lung;ICD9:32.4;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.4) Lobecto~uwtz\(32.41) Thorac~3hs3\;Thoracoscopic lobectomy of lung;ICD9:32.41;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.4) Lobecto~uwtz\(32.49) Other~a266\;Other lobectomy of lung;ICD9:32.49;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.5) Pneumonectomy\;Pneumonectomy;ICD9:32.5;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.5) Pneumonectomy\(32.50) Thorac~m303\;Thoracoscopic pneumonectomy;ICD9:32.50;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.5) Pneumonectomy\(32.59) Other~c8si\;Other and unspecified pneumonectomy;ICD9:32.59;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.6) Radical~czec\;Radical dissection of thoracic structures;ICD9:32.6;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(32) Excision~arnj\(32.9) Other e~gb5z\;Other excision of lung;ICD9:32.9;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\;Other operations on lung and bronchus;ICD9:33;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.0) Incisio~yozx\;Incision of bronchus;ICD9:33.0;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.1) Incisio~pb8y\;Incision of lung;ICD9:33.1;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\;Diagnostic procedures on lung and bronchus;ICD9:33.2;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.20) Thorac~sskf\;Thoracoscopic lung biopsy;ICD9:33.20;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.21) Bronch~kbpn\;Bronchoscopy through artificial stoma;ICD9:33.21;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.22) Fiber-~8jkx\;Fiber-optic bronchoscopy;ICD9:33.22;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.23) Other~ju6a\;Other bronchoscopy;ICD9:33.23;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.24) Closed~suo1\;Closed [endoscopic] biopsy of bronchus;ICD9:33.24;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.24) Closed~suo1\;Closed endoscopic biopsy of bronchus;ICD9:33.24;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.24) Closed~suo1\;Closed [endoscopic] biopsy of bronchus;ICD9:33.24;Surgical Procedure;1
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.25) Open b~gl7l\;Open biopsy of bronchus;ICD9:33.25;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.26) Closed~ztt4\;Closed [percutaneous] [needle] biopsy of lung;ICD9:33.26;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.26) Closed~ztt4\;Closed percutaneous needle biopsy of lung;ICD9:33.26;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.26) Closed~ztt4\;Closed [percutaneous] [needle] biopsy of lung;ICD9:33.26;Surgical Procedure;1
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.27) Closed~yhft\;Closed endoscopic biopsy of lung;ICD9:33.27;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.28) Open b~ble2\;Open biopsy of lung;ICD9:33.28;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.2) Diagnos~ojww\(33.29) Other~x4uq\;Other diagnostic procedures on lung or bronchus;ICD9:33.29;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.3) Surgica~6fri\;Surgical collapse of lung;ICD9:33.3;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.3) Surgica~6fri\(33.31) Destru~gvwp\;Destruction of phrenic nerve for collapse of lung;ICD9:33.31;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.3) Surgica~6fri\(33.32) Artifi~f60c\;Artificial pneumothorax for collapse of lung;ICD9:33.32;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.3) Surgica~6fri\(33.33) Pneumo~ni8h\;Pneumoperitoneum for collapse of lung;ICD9:33.33;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.3) Surgica~6fri\(33.34) Thorac~xsvo\;Thoracoplasty;ICD9:33.34;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.3) Surgica~6fri\(33.39) Other~tboo\;Other surgical collapse of lung;ICD9:33.39;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.4) Repair~ltff\;Repair and plastic operation on lung and bronchus;ICD9:33.4;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.4) Repair~ltff\(33.41) Suture~xfms\;Suture of laceration of bronchus;ICD9:33.41;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.4) Repair~ltff\(33.42) Closur~v7b8\;Closure of bronchial fistula;ICD9:33.42;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.4) Repair~ltff\(33.43) Closur~jxf1\;Closure of laceration of lung;ICD9:33.43;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.4) Repair~ltff\(33.48) Other~gzuo\;Other repair and plastic operations on bronchus;ICD9:33.48;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.4) Repair~ltff\(33.49) Other~e8a2\;Other repair and plastic operations on lung;ICD9:33.49;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.5) Lung tr~6hei\;Lung transplant;ICD9:33.5;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.5) Lung tr~6hei\(33.50) Lung t~hdjt\;Lung transplantation, not otherwise specified;ICD9:33.50;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.5) Lung tr~6hei\(33.51) Unilat~kb48\;Unilateral lung transplantation;ICD9:33.51;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.5) Lung tr~6hei\(33.52) Bilate~o433\;Bilateral lung transplantation;ICD9:33.52;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.6) Combine~00oy\;Combined heart-lung transplantation;ICD9:33.6;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\;Other endoscopic procedures in bronchus or lung;ICD9:33.7;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.71) Endosc~xbli\;Endoscopic insertion or replacement of bronchial valve(s), single lobe;ICD9:33.71;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.71) Endosc~xbli\;Endoscopic insertion or replacement of bronchial valves, single lobe;ICD9:33.71;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.71) Endosc~xbli\;Endoscopic insertion or replacement of bronchial valve(s), single lobe;ICD9:33.71;Surgical Procedure;1
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.72) Endosc~zrxe\;Endoscopic pulmonary airway flow measurement;ICD9:33.72;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.73) Endosc~8ec7\;Endoscopic insertion or replacement of bronchial valve(s), multiple lobes;ICD9:33.73;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.73) Endosc~8ec7\;Endoscopic insertion or replacement of bronchial valves, multiple lobes;ICD9:33.73;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.73) Endosc~8ec7\;Endoscopic insertion or replacement of bronchial valve(s), multiple lobes;ICD9:33.73;Surgical Procedure;1
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.78) Endosc~xyhy\;Endoscopic removal of bronchial device(s) or substances;ICD9:33.78;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.78) Endosc~xyhy\;Endoscopic removal of bronchial devices or substances;ICD9:33.78;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.78) Endosc~xyhy\;Endoscopic removal of bronchial device(s) or substances;ICD9:33.78;Surgical Procedure;1
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.7) Other e~z5fp\(33.79) Endosc~jztt\;Endoscopic insertion of other bronchial device or substances;ICD9:33.79;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.9) Other o~vr6t\;Other operations on lung and bronchus;ICD9:33.9;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.9) Other o~vr6t\(33.91) Bronch~o2ai\;Bronchial dilation;ICD9:33.91;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.9) Other o~vr6t\(33.92) Ligati~9sjh\;Ligation of bronchus;ICD9:33.92;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.9) Other o~vr6t\(33.93) Punctu~gia7\;Puncture of lung;ICD9:33.93;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.9) Other o~vr6t\(33.98) Other~b6h4\;Other operations on bronchus;ICD9:33.98;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(33) Other ope~5zx2\(33.9) Other o~vr6t\(33.99) Other~f1k5\;Other operations on lung;ICD9:33.99;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(34) Operation~i7am\;Operations on chest wall, pleura, mediastinum, and diaphragm;ICD9:34;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(34) Operation~i7am\(34.0) Incisio~9zi4\;Incision of chest wall and pleura;ICD9:34.0;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(34) Operation~i7am\(34.0) Incisio~9zi4\(34.01) Incisi~897e\;Incision of chest wall;ICD9:34.01;Surgical Procedure;0
\ACT\PROCEDURE\09\(30-34.99) Ope~196z\(34) Operation~i7am\(34.0) Incisio~9zi4\(34.02) Explor~mk13\;Exploratory thoracotomy;ICD9:34.02;Surgical Procedure;0
